"month","IATA_CODE","carrier","carrier_name","arr_flights","carrier_ct","weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_delay","AIRPORT","CITY","STATE","LATITUDE","LONGITUDE"
4,"ATL","UA","United Air Lines Inc.",405,19.74,0.97,26.32,0,25.96,4057,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","9E","Endeavor Air Inc.",2541,82.08,21.12,257.8,0,305.99,48247,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","YX","Republic Airline",480,17.14,2.89,53.64,0,24.33,4472,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","B6","JetBlue Airways",302,43.31,3.54,26.97,0.41,21.78,6381,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","UA","United Air Lines Inc.",377,16.81,0.1,28.09,0,20.99,3540,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","9E","Endeavor Air Inc.",2494,62.43,12.01,115.58,0,181.98,24866,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","EV","ExpressJet Airlines Inc.",830,51.18,0,35.36,0,55.46,12418,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","OH","PSA Airlines Inc.",79,7.23,0.06,5.76,0,4.95,907,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","YV","Mesa Airlines Inc.",192,19,3,15,0,10,4943,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","NK","Spirit Air Lines",690,20.8,0.53,62.48,1.22,18.97,5367,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","B6","JetBlue Airways",132,12.88,0,9.47,0,2.65,995,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","NK","Spirit Air Lines",633,14.35,0.35,43.71,0.09,19.5,4391,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","9E","Endeavor Air Inc.",2382,62.1,6.03,96.9,0,138.97,19940,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","B6","JetBlue Airways",245,41.08,0.56,27.87,0,13.48,4791,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","F9","Frontier Airlines Inc.",283,23.92,0,21.59,0,36.49,5849,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","B6","JetBlue Airways",302,35.27,1.46,27.77,0.64,20.85,6705,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","MQ","Envoy Air",58,0.25,0.03,9.36,0,2.36,763,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","DL","Delta Air Lines Inc.",21688,727.77,188.68,1174.36,1.11,1231.08,262779,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"DFW","YV","Mesa Airlines Inc.",3150,174.53,24.25,258.93,5.04,292.25,44707,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
9,"DFW","DL","Delta Air Lines Inc.",627,33.6,3.48,43.09,0,18.83,5630,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
4,"DFW","UA","United Air Lines Inc.",540,18.84,3.03,39.32,0,33.81,6382,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
6,"DFW","NK","Spirit Air Lines",1004,23.07,6.53,159.32,0,25.08,15477,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
11,"DFW","DL","Delta Air Lines Inc.",580,37.83,4.8,45.41,0,16.97,4770,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
4,"DFW","MQ","Envoy Air",4736,134.26,57.18,234.63,1.12,235.81,42126,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
8,"DFW","AS","Alaska Airlines Inc.",148,4.55,0.41,7.76,0,8.27,895,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
5,"DFW","YV","Mesa Airlines Inc.",2845,102.11,22.82,72.83,1.11,216.14,33031,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
6,"DFW","EV","ExpressJet Airlines Inc.",949,50.78,0,21.9,0,71.32,17367,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
12,"DFW","YX","Republic Airline",320,16.13,2.05,30.93,0,11.89,3860,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
10,"DFW","AS","Alaska Airlines Inc.",120,2.03,0.47,14.33,0,6.18,935,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
2,"DFW","OO","SkyWest Airlines Inc.",468,20.49,2.52,54.82,0.75,50.41,11720,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
12,"DFW","EV","ExpressJet Airlines Inc.",454,30.99,0,30.77,0,50.23,8905,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
9,"DFW","MQ","Envoy Air",3668,87.96,56.52,250.08,1.28,251.16,44638,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
3,"DFW","MQ","Envoy Air",4644,127.74,39.55,169.03,1.12,226.56,33763,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
10,"DFW","DL","Delta Air Lines Inc.",663,33.1,1.87,62.83,0,13.2,5499,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
8,"DFW","AA","American Airlines Inc.",12760,665.4,143.92,863.8,3.82,1165.06,212420,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
3,"DFW","YX","Republic Airline",306,16.55,0,29.28,0,11.17,3395,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
2,"DFW","YX","Republic Airline",250,17.74,1.86,27.67,0,10.73,4012,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
7,"DFW","AS","Alaska Airlines Inc.",155,3.91,0,4.47,0,1.62,432,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
1,"DFW","9E","Endeavor Air Inc.",225,12.6,0.45,8.29,0,7.66,1751,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
6,"DFW","AA","American Airlines Inc.",12657,668.82,139.86,769.36,2.43,1219.53,200339,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
8,"DFW","NK","Spirit Air Lines",1037,45.63,18.18,133.61,3.99,70.6,23321,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
9,"DFW","AA","American Airlines Inc.",11701,489.43,93.3,811.61,3.82,697.85,160964,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
4,"DFW","AA","American Airlines Inc.",11360,400.4,46.85,578.45,2.26,532.04,108201,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
3,"DFW","OO","SkyWest Airlines Inc.",552,23.82,4.9,17.45,0,36.83,7001,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
8,"DFW","YV","Mesa Airlines Inc.",3365,182.99,37.94,133.81,1.15,349.11,57541,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
9,"DFW","OO","SkyWest Airlines Inc.",646,28.69,5.45,57.76,0,48.1,13422,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
1,"DFW","MQ","Envoy Air",4491,150.07,59.75,185.9,1.39,335.89,48316,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
9,"DFW","NK","Spirit Air Lines",688,17.55,3.17,70.21,0.41,28.66,10373,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
3,"DFW","UA","United Air Lines Inc.",560,22.07,3.12,25.56,0,16.25,3609,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
8,"DFW","F9","Frontier Airlines Inc.",54,4.8,0,3.94,0,11.26,1650,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
12,"DFW","MQ","Envoy Air",4059,146.01,48.76,321.82,1.69,289.73,48940,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
11,"DFW","AS","Alaska Airlines Inc.",118,4.36,0,2.49,0,3.15,505,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
3,"DFW","AS","Alaska Airlines Inc.",114,3.97,0,8.49,0,1.53,669,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
4,"DFW","NK","Spirit Air Lines",735,8.17,0,136.4,0.11,12.32,12150,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
11,"DFW","OO","SkyWest Airlines Inc.",1128,50.23,13.14,110.34,0,82.29,16584,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
9,"DFW","F9","Frontier Airlines Inc.",45,3.98,0,2.19,0,1.83,455,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
5,"DFW","EV","ExpressJet Airlines Inc.",965,45.12,0,12.25,0,65.62,14876,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
9,"DFW","B6","JetBlue Airways",55,4.8,0,3.62,0,2.57,913,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
4,"DFW","9E","Endeavor Air Inc.",218,9.33,1.28,22.33,0,8.06,2879,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
3,"DFW","F9","Frontier Airlines Inc.",36,1.33,0,2.51,0,6.16,542,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
7,"DFW","MQ","Envoy Air",4173,138.19,49.25,196.52,3.87,388.17,53374,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
1,"DFW","UA","United Air Lines Inc.",502,15.6,5.81,10.4,0,22.2,4467,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
10,"DFW","MQ","Envoy Air",4003,108.09,63.01,345.43,0.81,315.66,58423,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
7,"DFW","DL","Delta Air Lines Inc.",656,47.6,13.47,58.65,0,38.28,10800,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
11,"DFW","YX","Republic Airline",253,21.59,2.1,37.92,0,13.38,4103,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
7,"DFW","F9","Frontier Airlines Inc.",59,4.14,0.44,3.85,0,10.57,1821,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
10,"DFW","OO","SkyWest Airlines Inc.",837,35.72,10.78,91.44,0,67.06,16374,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
6,"DFW","YV","Mesa Airlines Inc.",3063,157.95,37.54,110.35,4.52,282.65,43557,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
2,"DFW","F9","Frontier Airlines Inc.",34,3.25,0.41,5.27,0,3.08,710,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
12,"DFW","F9","Frontier Airlines Inc.",31,4.29,0,1.51,0,2.2,559,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
11,"DFW","NK","Spirit Air Lines",598,20.23,0.68,70.21,0,22.88,6169,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
5,"DFW","9E","Endeavor Air Inc.",198,13.39,1,11.48,0,2.13,2058,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
9,"DFW","AS","Alaska Airlines Inc.",115,1,0,8.61,0,2.39,689,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
2,"DFW","AS","Alaska Airlines Inc.",84,2.1,0.5,12.62,0,3.78,771,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
7,"DFW","B6","JetBlue Airways",58,3.28,0.95,4.77,0,3,638,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
2,"DFW","B6","JetBlue Airways",48,6.53,0,12.83,0,2.64,893,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
4,"DFW","AS","Alaska Airlines Inc.",120,5.74,0,2.99,0,2.27,434,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
3,"DFW","YV","Mesa Airlines Inc.",2672,93.12,21.73,97.6,2.94,124.61,21076,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
11,"DFW","MQ","Envoy Air",3933,106.31,29.33,334.2,0,213.16,34079,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
1,"DFW","EV","ExpressJet Airlines Inc.",930,34.15,0,22.98,0,56.87,11875,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
2,"DFW","YV","Mesa Airlines Inc.",2354,143.84,32.09,154.72,2.27,239.09,48139,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
9,"DFW","UA","United Air Lines Inc.",556,25.97,3.79,65.43,0,32.81,11122,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
12,"DFW","OO","SkyWest Airlines Inc.",1268,65.86,9,121.48,0,133.65,26220,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
4,"DFW","YX","Republic Airline",305,14.25,1.39,30.47,0,18.89,4310,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
6,"DFW","F9","Frontier Airlines Inc.",59,7.74,0,7.52,0,13.74,2257,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
10,"DFW","NK","Spirit Air Lines",645,12.2,3.29,59.4,0,18.11,7439,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
11,"DFW","UA","United Air Lines Inc.",406,18.54,5.56,57.83,0,39.06,6743,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
3,"DFW","AA","American Airlines Inc.",12040,402.43,30.07,459.5,3.96,577.04,96433,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
6,"DFW","OO","SkyWest Airlines Inc.",421,22.82,6.6,26.88,0,46.7,9387,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
2,"DFW","UA","United Air Lines Inc.",487,18.16,9.16,56.11,0,23.56,7652,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
5,"DFW","B6","JetBlue Airways",58,10.02,0,1.91,0,0.06,731,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
5,"DFW","YX","Republic Airline",305,11.87,0.75,16.55,0,7.82,2968,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
2,"DFW","DL","Delta Air Lines Inc.",447,14.9,4.81,30.56,0,10.73,4128,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
1,"DFW","AS","Alaska Airlines Inc.",100,1,0,2.24,0,0.76,133,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
3,"DFW","9E","Endeavor Air Inc.",311,13.77,1.58,27.46,0,14.19,2441,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
12,"DFW","NK","Spirit Air Lines",597,22.95,1.2,53.61,0.5,26.74,8589,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
5,"DFW","AS","Alaska Airlines Inc.",124,2.97,0,10.88,0.58,2.57,644,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
10,"DFW","9E","Endeavor Air Inc.",169,10.96,0,26.57,0,5.47,2352,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
10,"DFW","F9","Frontier Airlines Inc.",52,5.28,0,3.95,0,7.78,1113,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
2,"DFW","MQ","Envoy Air",4022,139.05,87.16,355.66,1.6,384.52,63801,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
4,"DFW","OO","SkyWest Airlines Inc.",438,14.49,3.79,15.7,0.07,20.94,5203,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
5,"DFW","NK","Spirit Air Lines",898,29.24,10.53,65.28,0,43.95,17129,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
10,"DFW","AA","American Airlines Inc.",12145,614.19,69.66,1180.19,2.86,932.1,211203,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
11,"DFW","B6","JetBlue Airways",51,6.73,0,18.46,0,0.81,974,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
7,"DFW","YV","Mesa Airlines Inc.",3144,184.79,43.47,146.49,3.45,377.81,60980,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
4,"DFW","DL","Delta Air Lines Inc.",558,23.65,3.06,28.05,0,14.23,3989,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
3,"DFW","NK","Spirit Air Lines",608,15.4,1.6,34.34,0,17.66,6194,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
9,"DFW","EV","ExpressJet Airlines Inc.",1031,76.92,0,51.73,0,114.35,22146,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
4,"DFW","YV","Mesa Airlines Inc.",2722,119.23,24.31,99.15,1.08,151.22,27738,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
3,"DFW","EV","ExpressJet Airlines Inc.",934,32.19,0,18.97,0,39.84,8749,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
12,"DFW","AS","Alaska Airlines Inc.",121,4.48,0,7.38,0,6.14,684,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
8,"DFW","B6","JetBlue Airways",58,3.47,0,0.86,0,2.67,779,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
10,"DFW","UA","United Air Lines Inc.",502,29.26,2.4,83.66,0,36.67,8687,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
6,"DFW","MQ","Envoy Air",4417,164.91,48.01,172.63,0.98,358.47,49353,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
5,"DFW","UA","United Air Lines Inc.",565,27.08,8.12,32.14,0,54.66,9353,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
4,"DFW","B6","JetBlue Airways",51,4.53,0,6.31,0,2.16,645,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
12,"DFW","9E","Endeavor Air Inc.",155,8.25,0,3.21,0,3.54,864,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
10,"DFW","B6","JetBlue Airways",57,4.3,0,13.49,0,2.21,971,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
12,"DFW","UA","United Air Lines Inc.",339,16.47,1.62,32.92,0,27,4429,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
4,"DFW","F9","Frontier Airlines Inc.",50,2.26,0,0.13,0,9.62,959,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
7,"DFW","EV","ExpressJet Airlines Inc.",1189,79.81,0,26.06,0,141.13,25200,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
12,"DFW","AA","American Airlines Inc.",11864,537.71,50.08,983.9,6.15,718.16,149112,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
11,"DFW","AA","American Airlines Inc.",11557,594.4,41.24,902.87,4.18,665.32,131864,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
2,"DFW","AA","American Airlines Inc.",10664,418.74,59.92,909.5,4.75,800.09,156506,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
7,"DFW","UA","United Air Lines Inc.",695,46.58,5.67,74.02,0,70.73,13199,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
8,"DFW","EV","ExpressJet Airlines Inc.",1261,72.17,0,33.27,0,196.56,28702,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
7,"DFW","AA","American Airlines Inc.",13034,759.39,164.56,893.29,6.02,1305.74,225174,"Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX",32.89595,-97.0372
